GARIEPY , 677992.9479848
HENDERSON ESTATES , 785350.6465550858
GLENORA , 1618745.8492129184
BLUE QUILL , 1056182.5554118596
HODGSON , 689228.9804986939
RIDEAU PARK , 800239.114542892
DUGGAN , 1387693.7494484563
HAIRSINE , 658270.7745123256
EDMONTON NORTHLANDS , 751557.6714595784
RICHFORD , 590220.3888229005
PARKDALE , 949967.9373308105
MALMO PLAINS , 939342.7341774869
MCLEOD , 964783.197777222
STRATHCONA JUNCTION , 585563.4129657481
GRIESBACH , 2691854.2433227017
HOLYROOD , 1283147.6757149382
HOLLICK-KENYON , 1530681.142694047
BOYLE STREET , 879770.9615604945
WEBBER GREENS , 1131185.8890614647
RITCHIE , 1267835.7534097116
MILL CREEK RAVINE SOUTH , 757251.1054533917
CARTER CREST , 665590.1692624154
CORONET INDUSTRIAL , 1604042.421262313
CLOVER BAR AREA , 19268410.055229153
TAMARACK , 2556824.6562260413
MAPLE , 1828397.3680782225
KEHEEWIN , 1263528.6553708182
WESTMOUNT , 1860950.303754311
RIVER VALLEY GLENORA , 651356.6381285646
ROSEDALE INDUSTRIAL , 454681.64604748297
KILKENNY , 1746747.1963227675
RUTHERFORD , 2246003.796169624
MAYLIEWAN , 1193704.4025964355
CAERNARVON , 1226636.4824500277
PAPASCHASE INDUSTRIAL , 1235832.495458831
LAURIER HEIGHTS , 1323471.766275399
WINTERBURN INDUSTRIAL AREA WEST , 4340609.640017019
ANTHONY HENDAY TERWILLEGAR , 3145403.247251337
RIVER VALLEY MAYFAIR , 2343773.850993434
WINDSOR PARK , 756663.9738281078
LEWIS FARMS INDUSTRIAL , 762954.5295269332
RIVER VALLEY CAPITOL HILL , 1684581.6295809692
QUEEN MARY PARK , 1800609.502672997
MACEWAN , 1138837.6350736304
CENTRAL MCDOUGALL , 1199963.4627220538
OLIVER , 1699077.4455823852
HAGMANN ESTATE INDUSTRIAL , 526819.0123608795
TERRACE HEIGHTS , 758422.6001160981
LAMBTON INDUSTRIAL , 637137.2386521173
CRAWFORD PLAINS , 1124541.9869708363
PYLYPOW INDUSTRIAL , 3479564.8932632115
AVONMORE , 895489.1116681962
CUMBERLAND , 1453926.7928219808
DUNLUCE , 2223126.9305934045
LORELEI , 1218789.8433991447
BEAUMARIS , 1437379.9080313311
WHITEMUD CREEK RAVINE SOUTH , 2245990.9888465516
BULYEA HEIGHTS , 1478363.399780059
RIVER VALLEY RUNDLE , 2107853.2426770735
CALLAGHAN , 816462.2517044351
RIVER VALLEY HIGHLANDS , 1185981.4007062726
ELSINORE , 839949.4553978525
BONAVENTURE INDUSTRIAL , 1270426.9342506377
MCARTHUR INDUSTRIAL , 573635.7088773058
STEWART GREENS , 695770.6444907647
CLAREVIEW TOWN CENTRE , 1361090.824926845
KENNEDALE INDUSTRIAL , 1320056.122738036
SIFTON PARK , 503130.5356596689
WINTERBURN INDUSTRIAL AREA EAST , 5654787.6880631
YELLOWHEAD CORRIDOR EAST , 1427947.274350028
ELMWOOD PARK , 478705.2888938899
PATRICIA HEIGHTS , 609641.7067071606
BLATCHFORD AREA , 3049887.8785430067
PAISLEY , 651968.6386073659
GRAYDON HILL , 657803.9303222639
HERITAGE VALLEY AREA , 1314607.4866921913
CHARLESWORTH , 2655512.5878483173
DECOTEAU , 19580697.404544532
BELVEDERE , 1670614.8021360333
RIVER VALLEY LESSARD NORTH , 792793.4600968895
BRINTNELL , 1407003.2567333528
WALKER , 2629530.607524522
RIVER VALLEY OLESKIW , 2468716.365602298
DONSDALE , 672024.3681012543
WESTRIDGE , 729296.298134679
SUDER GREENS , 981771.524906557
ARGYLL , 358418.366492661
STRATHCONA INDUSTRIAL PARK , 2672202.9673068034
TWEDDLE PLACE , 1117263.7689945106
MONTROSE , 1308051.7786526754
INDUSTRIAL HEIGHTS , 742500.6892583586
RIVER VALLEY LAURIER , 1241281.4558546534
EDMONTON RESEARCH AND DEVELOPMENT PARK , 1214282.820291767
SILVER BERRY , 2158125.889229101
WEIR INDUSTRIAL , 1631410.8597733933
RUNDLE HEIGHTS , 822490.1757338542
HOMESTEADER , 1575020.954848724
BERGMAN , 707017.2385780565
BARANOW , 777803.2962461645
NEWTON , 1063633.3527332633
DELWOOD , 1332248.5730069664
EAUX CLAIRES , 1283877.2564076108
GOLD BAR , 1042941.0469979533
BROOKSIDE , 1192802.9874489927
LYNNWOOD , 893428.1809034
BALWIN , 1400129.181739753
ABBOTTSFIELD , 408887.0934711058
OVERLANDERS , 839674.8986158306
MEYOKUMIN , 972348.7200254656
GAGNON ESTATE INDUSTRIAL , 555698.5197374467
HAWIN PARK ESTATE INDUSTRIAL , 676977.174278819
BATURYN , 1403676.3738739623
CARLISLE , 960167.7162907908
POLLARD MEADOWS , 1050713.6108662882
SAKAW , 1110110.0959628893
BEVERLY HEIGHTS , 1381670.7119723482
KENSINGTON , 1322998.2820322204
ALBANY , 841817.0432623773
ASPEN GARDENS , 665128.2530566608
CROMDALE , 358234.2529174021
YELLOWHEAD CORRIDOR WEST , 1162783.0912017056
RIVER VALLEY FORT EDMONTON , 988868.2226447313
BRANDER GARDENS , 1014893.4126035502
UNIVERSITY OF ALBERTA FARM , 2970622.9404953266
HADDOW , 1274969.2540458068
WHITEMUD CREEK RAVINE NORTH , 751318.389185744
LANSDOWNE , 577481.2986496673
OGILVIE RIDGE , 522632.4607873744
DALY GROVE , 946042.6634769998
KENILWORTH , 1146362.7497263192
GIRARD INDUSTRIAL , 496492.23915692855
DAVIES INDUSTRIAL EAST , 1631114.9282372063
BONNIE DOON , 1498169.0912652577
ROPER INDUSTRIAL , 2943646.4663348924
MILL WOODS GOLF COURSE , 1391608.2837273164
HAZELDEAN , 1131167.7754208713
SWEET GRASS , 915452.1874908049
STEINHAUER , 918202.6264038095
JACKSON HEIGHTS , 1265525.6515523188
RIVER VALLEY WHITEMUD , 1512076.7492560088
GRANDVIEW HEIGHTS , 560887.1836275049
OZERNA , 1117791.4476102928
MATT BERRY , 1135707.3788918597
SOUTH EDMONTON COMMON , 1399524.7145805245
ERMINESKIN , 1202049.0825535443
BEARSPAW , 863657.3610067457
BELGRAVIA , 866002.3439343531
LEGER , 1055006.8837497928
BRECKENRIDGE GREENS , 564274.1890172675
GARNEAU , 827513.6116586984
RIVER VALLEY KINNAIRD , 854229.4490352178
RIVER VALLEY WALTERDALE , 1484791.3103937618
RIVER VALLEY RIVERSIDE , 1247123.8331918542
DESROCHERS AREA , 1348447.8077276272
ALLARD , 1665828.1281569018
GLASTONBURY , 1781785.221412551
FOREST HEIGHTS , 1624385.2307605299
MAPLE RIDGE INDUSTRIAL , 3738787.0436464003
MAPLE RIDGE , 688038.5131929095
ANTHONY HENDAY ENERGY PARK , 2290352.9837581418
EDMONTON ENERGY AND TECHNOLOGY PARK , 53313770.95200849
SCHONSEE , 1242438.1474905116
LAGO LINDO , 1303143.2346528238
CHAMBERY , 727482.176921873
KINGLET GARDENS , 2634925.8242423004
RURAL WEST BIG LAKE , 2047690.943999354
TRUMPETER AREA , 2407624.900109447
HAWKS RIDGE , 1480642.0217181582
HAYS RIDGE AREA , 2421964.4981003413
AMBLESIDE , 3138471.4813512103
ANTHONY HENDAY SOUTH , 2706859.2364638005
ANTHONY HENDAY SOUTH BLACKBURNE , 1189905.3577723172
TWIN BROOKS , 2133592.291827244
HERITAGE VALLEY TOWN CENTRE AREA , 1032483.7326810496
RAMPART INDUSTRIAL , 3633292.1866180333
ANTHONY HENDAY BIG LAKE , 3212132.81762423
STARLING , 1419998.637950354
ANTHONY HENDAY , 4670030.076742591
STRATHCONA , 1560480.9071746387
RAPPERSWILL , 1025903.512323194
ANTHONY HENDAY CASTLEDOWNS , 1994374.3002997986
EDMONTON SOUTH NBHD1 , 43813826.21163064
EDMONTON SOUTH NBHD2 , 18740326.219915796
ANTHONY HENDAY CLAREVIEW , 1352345.1300257968
FRASER , 1306123.0211517725
GLENRIDDING RAVINE , 2688826.3548295833
EDMONTON SOUTH NBHD3 , 20375317.999056235
RIVER VALLEY HERMITAGE , 2177585.322324692
GORMAN , 2904480.975196718
RURAL NORTH EAST SOUTH STURGEON , 15422452.688889023
WINDERMERE , 4765007.014702043
LAUREL , 2797387.0177891785
RIVER VALLEY WINDERMERE , 2824723.5469272584
WHITEMUD CREEK RAVINE TWIN BROOKS , 1635976.995336837
MACTAGGART , 1034009.4178006478
MAGRATH HEIGHTS , 1226784.4043575642
RIVER'S EDGE , 3020998.187684385
EBBERS , 610952.65391518
KESWICK AREA , 3863309.0410101363
KIRKNESS , 923034.69430329
KINOKAMAU PLAINS AREA , 7065928.095656895
DOWNTOWN , 2312670.2259409647
ROSENTHAL , 2658674.4182760515
SECORD , 2639136.2905901824
POTTER GREENS , 1180505.0659415328
STRATHEARN , 784890.0536052225
MILL CREEK RAVINE NORTH , 701742.8839989752
RIVER VALLEY VICTORIA , 1296659.746362382
RIVERVIEW AREA , 10262557.439744681
STILLWATER , 3372581.8538623494
MORRIS INDUSTRIAL , 1290456.715492101
CANOSSA , 1296245.6070614697
SOUTHEAST INDUSTRIAL , 6987418.475382399
BLACKMUD CREEK RAVINE , 873947.0532031436
OXFORD , 1181904.3219376025
RIVERDALE , 1066609.6246431929
KLARVATTEN , 1653760.4241097951
CAMERON HEIGHTS , 967057.6454156034
RURAL SOUTH EAST , 2652358.2178154197
SUMMERSIDE , 3904133.6574394675
ANTHONY HENDAY SOUTH WEST , 4539856.434408312
RIVER VALLEY CAMERON , 2022492.125335951
ELLERSLIE INDUSTRIAL , 5932695.971547491
CAVANAGH , 1936215.0380136962
THE HAMPTONS , 2938009.277402118
THE ORCHARDS AT ELLERSLIE , 3554214.3090351876
THE UPLANDS , 3566471.77902876
EDGEMONT , 4249391.361548284
GLENRIDDING HEIGHTS , 924201.0271318578
ROSSDALE , 901527.5893324474
MCCAULEY , 1495486.0962885877
CRYSTALLINA NERA WEST , 838669.6732467836
MARQUIS , 9960758.105996007
CASHMAN , 1073961.5448676734
SOUTH TERWILLEGAR , 1739778.4368057055
TERWILLEGAR TOWNE , 1866250.0585560594
GAINER INDUSTRIAL , 341850.42128902714
KING EDWARD PARK , 1491049.7746754426
ANTHONY HENDAY LAKE DISTRICT , 1995563.032589563
ANTHONY HENDAY MISTATIM , 2435719.2807587096
MISTATIM INDUSTRIAL , 6768212.623705392
HUDSON , 734779.8930915417
ANTHONY HENDAY RAMPART , 3140952.3511385834
GOODRIDGE CORNERS , 2675803.306019633
MCCONACHIE AREA , 2597898.914148822
CRYSTALLINA NERA EAST , 857125.8146556246
PEMBINA , 571496.1530899699
CY BECKER , 1013292.3306406427
RURAL NORTH EAST HORSE HILL , 13022359.999989036
ANTHONY HENDAY HORSE HILL , 1119783.6214948734
CHAPPELLE AREA , 5025624.964816012
CARLTON , 1204120.3874810822
ANTHONY HENDAY SOUTH EAST , 7408122.795760343
ASTER , 2030197.6934098676
BELMONT , 1260986.8133006296
WINDERMERE AREA , 3706836.75339465
GRANVILLE , 1360023.2248503547
RIVER VALLEY GOLD BAR , 2066974.7921368794
EASTGATE BUSINESS PARK , 2617936.0287004337
KERNOHAN , 889665.136559803
WEDGEWOOD HEIGHTS , 707381.7765189715
CLOVERDALE , 1089110.6442795598
JAMIESON PLACE , 1081169.9002819476
